AAM,ea
[C:1]([O:2][C:3]([C:4]([C:5]#[N:6])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([O:2][C:3]([C:4]([N+:6]#[C-:5])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],60.4582010696054
[C:1]([O:2][C:3]([C:4](=[O:5])[H:11])([H:9])[H:10])([H:6])([H:7])[H:8]>>[C:1]([O:2][C@@:3]1([H:10])[C:4]([H:9])([H:11])[O:5]1)([H:6])([H:7])[H:8],65.9358073071069
[C:1]([O:2][C:3]([C:4](=[O:5])[H:11])([H:9])[H:10])([H:6])([H:7])[H:8]>>[C:1]([O:2][C:3]([O+:5]=[C-:4][H:11])([H:9])[H:10])([H:6])([H:7])[H:8],103.03041316743999
[C:1]([O:2][C:3]([C:4](=[O:5])[H:11])([H:9])[H:10])([H:6])([H:7])[H:8]>>[C:1]([O:2][O:5][C:4](=[C:3]([H:9])[H:10])[H:11])([H:6])([H:7])[H:8],101.838600908967
[C:1]([O:2][C:3]([C:4](=[O:5])[H:11])([H:9])[H:10])([H:6])([H:7])[H:8]>>[C+:1]([C@:4]([C:3]([O:2][H:7])([H:9])[H:10])([O-:5])[H:11])([H:6])[H:8],88.7846789546697
[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([C:5]#[N:6])([H:14])[H:15])[H:10])([H:7])([H:8])[H:9]>>[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([N+:6]#[C-:5])([H:14])[H:15])[H:10])([H:7])([H:8])[H:9],60.0947041717521
[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([C:5]#[N:6])([H:14])[H:15])[H:10])([H:7])([H:8])[H:9]>>[C:1]([C@:2]1([H:10])[C:5]([C:4]([C:3]([H:11])([H:12])[H:13])([H:14])[H:15])=[N:6]1)([H:7])([H:8])[H:9],151.37004201199102
[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([C:5]#[N:6])([H:14])[H:15])[H:10])([H:7])([H:8])[H:9]>>[C:1]([C:2]([C:3]([N:6]=[C:5]=[C:4]([H:14])[H:15])([H:11])[H:13])([H:10])[H:12])([H:7])([H:8])[H:9],100.467458697846
[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([C:5]#[N:6])([H:14])[H:15])[H:10])([H:7])([H:8])[H:9]>>[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4](=[C:5]=[N:6][H:15])[H:14])[H:10])([H:7])([H:8])[H:9],94.0336256971778
[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([C:5]#[N:6])([H:14])[H:15])[H:10])([H:7])([H:8])[H:9]>>[C:1]([C:2]1([H:10])[C:3]([H:11])([H:12])/[C:5](=[N:6]/[H:13])[C:4]1([H:14])[H:15])([H:7])([H:8])[H:9],101.434388341351
[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([C:5]#[N:6])([H:14])[H:15])[H:10])([H:7])([H:8])[H:9]>>[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[N:6]([H:13])[C:5][C:4]1([H:14])[H:15])([H:7])([H:8])[H:9],97.48175993500351
[C:1]([C:2]([C:3]([C:4](=[O:5])[H:13])([H:11])[H:12])([H:9])[H:10])([H:6])([H:7])[H:8]>>[C:1]([C:2]([C:3]([O+:5]=[C-:4][H:13])([H:11])[H:12])([H:9])[H:10])([H:6])([H:7])[H:8],115.213265174019
[C:1]([C:2]([C:3]([C:4](=[O:5])[H:13])([H:11])[H:12])([H:9])[H:10])([H:6])([H:7])[H:8]>>[C:1]([C:2]([O:5][C:4](=[C:3]([H:11])[H:12])[H:13])([H:9])[H:10])([H:6])([H:7])[H:8],94.2746932773887
[C:1]([C:2]([C:3]([C:4](=[O:5])[H:13])([H:11])[H:12])([H:9])[H:10])([H:6])([H:7])[H:8]>>[C:1]([C:2](/[C:3](=[C:4](\[O:5][H:11])[H:13])[H:12])([H:9])[H:10])([H:6])([H:7])[H:8],71.6041338115308
[C:1]([C:2]([C:3]([C:4](=[O:5])[H:13])([H:11])[H:12])([H:9])[H:10])([H:6])([H:7])[H:8]>>[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@:4]1([O:5][H:9])[H:13])([H:6])([H:7])[H:8],92.5933775749052
[C:1]([N:2](/[C:3](=[N:4]\[H:12])[C:5](=[O:6])[C:7]([H:13])([H:14])[H:15])[H:11])([H:8])([H:9])[H:10]>>[C:1]([N:2]([C:3](/[C:5](=[N:4]/[H:12])[C:7]([H:13])([H:14])[H:15])=[O:6])[H:11])([H:8])([H:9])[H:10],80.6013717971028
[C:1]([N:2](/[C:3](=[N:4]\[H:12])[C:5](=[O:6])[C:7]([H:13])([H:14])[H:15])[H:11])([H:8])([H:9])[H:10]>>[C:1]([N:2](/[C:3](=[N:4]\[H:12])[C-:5]=[O+:6][C:7]([H:13])([H:14])[H:15])[H:11])([H:8])([H:9])[H:10],118.119994787791
[C:1]([N:2](/[C:3](=[N:4]\[H:12])[C:5](=[O:6])[C:7]([H:13])([H:14])[H:15])[H:11])([H:8])([H:9])[H:10]>>[C:1](/[N:2]=[C:3](/[N:4]([H:11])[H:12])[C:5](=[O:6])[C:7]([H:13])([H:14])[H:15])([H:8])([H:9])[H:10],49.9720383042568
[C:1]([N:2](/[C:3](=[N:4]\[H:12])[C:5](=[O:6])[C:7]([H:13])([H:14])[H:15])[H:11])([H:8])([H:9])[H:10]>>[C:1]([N:2](/[C:3](=[N:4]\[H:12])[O+:6]=[C-:5][C:7]([H:13])([H:14])[H:15])[H:11])([H:8])([H:9])[H:10],90.5149640625423
[C:1]([N:2](/[C:3](=[N:4]\[H:12])[C:5](=[O:6])[C:7]([H:13])([H:14])[H:15])[H:11])([H:8])([H:9])[H:10]>>[C:1]([N:2]([C+:3]([N:4]([H:12])[H:13])[C:5]([O-:6])=[C:7]([H:14])[H:15])[H:11])([H:8])([H:9])[H:10],38.7626592490899
[C:1]([N:2](/[C:3](=[N:4]\[H:12])[C:5](=[O:6])[C:7]([H:13])([H:14])[H:15])[H:11])([H:8])([H:9])[H:10]>>[C+:1]([N:2]([C:3]([N-:4][H:12])=[C:5]([O:6][H:9])[C:7]([H:13])([H:14])[H:15])[H:11])([H:8])[H:10],96.87487275899478
[C:1]([N:2](/[C:3](=[N:4]\[H:12])[C:5](=[O:6])[C:7]([H:13])([H:14])[H:15])[H:11])([H:8])([H:9])[H:10]>>[C:1]([N:2]([c:3]1[n:4]([H:12])[o:6][c:5]1[C:7]([H:13])([H:14])[H:15])[H:11])([H:8])([H:9])[H:10],97.08273608625021
[C:1]([N:2](/[C:3](=[N:4]\[H:12])[C:5](=[O:6])[C:7]([H:13])([H:14])[H:15])[H:11])([H:8])([H:9])[H:10]>>[C:1]([N:2]([C+:3]=[C:5]([O:6][N-:4][H:12])[C:7]([H:13])([H:14])[H:15])[H:11])([H:8])([H:9])[H:10],129.36067504454
[C:1]([N:2](/[C:3](=[N:4]\[H:12])[C:5](=[O:6])[C:7]([H:13])([H:14])[H:15])[H:11])([H:8])([H:9])[H:10]>>[C+:1]([N:2]([C:3]([N:4]([H:9])[H:12])=[C:5]([O-:6])[C:7]([H:13])([H:14])[H:15])[H:11])([H:8])[H:10],56.7487425348665
[C:1]([N:2](/[C:3](=[N:4]\[H:12])[C:5](=[O:6])[C:7]([H:13])([H:14])[H:15])[H:11])([H:8])([H:9])[H:10]>>[C:1]([N:2](/[C:3](=[N:4]\[H:12])[C@@:5]1([H:13])[O:6][C:7]1([H:14])[H:15])[H:11])([H:8])([H:9])[H:10],94.8275528048691
[C:1]([N:2](/[C:3](=[N:4]\[H:12])[C:5](=[O:6])[C:7]([H:13])([H:14])[H:15])[H:11])([H:8])([H:9])[H:10]>>[C:1]([N+:2](=[C-:3][N:4]([C:5](=[O:6])[C:7]([H:13])([H:14])[H:15])[H:12])[H:11])([H:8])([H:9])[H:10],50.785346897557794
[O:1]=[C:2]([C:3](=[O:4])[C:5]#[N:6])[H:7]>>[O:1]([C+:2]=[C:3]([O-:4])[C:5]#[N:6])[H:7],82.4987580379218
[O:1]=[C:2]([C:3](=[O:4])[C:5]#[N:6])[H:7]>>[O:1]=[C:2]([C:3](=[O:4])[N+:6]#[C-:5])[H:7],44.3586911792652
[O:1]=[C:2]([C:3](=[O:4])[C:5]#[N:6])[H:7]>>[O:1]=[C:2]([O+:4]=[C:3]=[C:5]=[N-:6])[H:7],47.6624162392115
[O:1]([C@@:2]([C:3]([C:4]#[N:5])([H:10])[H:11])([C:6]#[C:7][H:12])[H:9])[H:8]>>[O:1]([C@@:2]([C:3]([N+:5]#[C-:4])([H:10])[H:11])([C:6]#[C:7][H:12])[H:9])[H:8],60.8564910671177
[O:1]([C@@:2]([C:3]([C:4]#[N:5])([H:10])[H:11])([C:6]#[C:7][H:12])[H:9])[H:8]>>[O:1](/[C:2]([C:3]([C:4]#[N:5])([H:10])[H:11])=[C:6](\[C:7][H:12])[H:9])[H:8],71.1474697769627
[O:1]([C@@:2]([C:3]([C:4]#[N:5])([H:10])[H:11])([C:6]#[C:7][H:12])[H:9])[H:8]>>[O:1]([C@@:2]1([H:9])[C:6]([N:5]=[C:4]=[C:3]([H:10])[H:11])=[C:7]1[H:12])[H:8],89.697593413954
[O:1]([C@@:2]([C:3]([C:4]#[N:5])([H:10])[H:11])([C:6]#[C:7][H:12])[H:9])[H:8]>>[O:1]([C:2](=[C:6]=[C:7]([C:4]1=[N:5][C:3]1([H:10])[H:11])[H:12])[H:9])[H:8],75.9513159485545
[O:1]([C@@:2]([C:3]([C:4]#[N:5])([H:10])[H:11])([C:6]#[C:7][H:12])[H:9])[H:8]>>[O:1]([C:2](=[C:6]=[C:7]([N:5]=[C:4]=[C:3]([H:10])[H:11])[H:12])[H:9])[H:8],51.106121737605
[O:1]([C@@:2]([C:3]([C:4]#[N:5])([H:10])[H:11])([C:6]#[C:7][H:12])[H:9])[H:8]>>[O:1]([C:2]([C:3]([C:4]#[N:5])([H:10])[H:11])=[C:6]=[C:7]([H:9])[H:12])[H:8],71.9727754997465
[O:1]([C@@:2]([C:3]([C:4]#[N:5])([H:10])[H:11])([C:6]#[C:7][H:12])[H:9])[H:8]>>[O:1]([C:2]1=[C:6]([H:9])[C:7]([H:12])=[N+:5]=[C-:4][C:3]1([H:10])[H:11])[H:8],93.2883543300143
[C:1]([C:2]([O:3][H:11])([C:4](=[O:5])[H:12])[C:6](=[O:7])[H:13])([H:8])([H:9])[H:10]>>[C:1]([C@:2]([O:3][H:11])([C:4](=[O:5])[H:12])[C:6][O:7][H:13])([H:8])([H:9])[H:10],81.5639713685286
[C:1]([C:2]([O:3][H:11])([C:4](=[O:5])[H:12])[C:6](=[O:7])[H:13])([H:8])([H:9])[H:10]>>[C:1]([C:2](=[O:3])[C@@:6]([C:4](=[O:5])[H:12])([O:7][H:11])[H:13])([H:8])([H:9])[H:10],35.2145396571812
[C:1]([C:2]([O:3][H:11])([C:4](=[O:5])[H:12])[C:6](=[O:7])[H:13])([H:8])([H:9])[H:10]>>[C:1]1([H:9])([H:10])[C@:2]2([O:3][H:11])[C@@:4]1([H:12])[O:5][C@@:6]2([O:7][H:8])[H:13],80.7404269126645
[C:1]([C:2]([O:3][H:11])([C:4](=[O:5])[H:12])[C:6](=[O:7])[H:13])([H:8])([H:9])[H:10]>>[C:1]1([H:9])([H:10])[C@:2]([O:3][H:11])([C:4](=[O:5])[H:12])[C@:6]1([O:7][H:8])[H:13],79.197024085547
[C:1]([C:2]([O:3][H:11])([C:4](=[O:5])[H:12])[C:6](=[O:7])[H:13])([H:8])([H:9])[H:10]>>[C:1]([C@:2]1([O:3][H:11])[C@@:4]2([H:12])[O:5][C@:6]1([H:13])[O:7]2)([H:8])([H:9])[H:10],70.9135916411152
[C:1]([C:2]([O:3][H:11])([C:4](=[O:5])[H:12])[C:6](=[O:7])[H:13])([H:8])([H:9])[H:10]>>[C:1](/[C:2]([O:3][H:11])=[C:4](\[O:5][H:8])[H:12])([C:6](=[O:7])[H:13])([H:9])[H:10],76.8163719317434
[C:1]([C:2]([O:3][H:11])([C:4](=[O:5])[H:12])[C:6](=[O:7])[H:13])([H:8])([H:9])[H:10]>>[C:1]([O:5]/[C:4](=[C:2](/[O:3][H:11])[C:6](=[O:7])[H:13])[H:12])([H:8])([H:9])[H:10],85.40319463390009
[C:1]([C:2]([O:3][H:11])([C:4](=[O:5])[H:12])[C:6](=[O:7])[H:13])([H:8])([H:9])[H:10]>>[C:1](/[C:2](=[C:4](\[O:5][O:3][H:11])[H:12])[C:6](=[O:7])[H:13])([H:8])([H:9])[H:10],109.77546380442101
[C:1]([C:2]([O:3][H:11])([C:4](=[O:5])[H:12])[C:6](=[O:7])[H:13])([H:8])([H:9])[H:10]>>[C:1]([C@:2]12[O:3][C@@:4]1([H:12])[O:5][C@:6]2([O:7][H:11])[H:13])([H:8])([H:9])[H:10],48.9080424923845
[C:1]([C:2]#[C:3][C:4]([C:5](=[O:6])[C:7]([H:13])([H:14])[H:15])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1](=[C:2]=[C:3]1[C:4]([H:11])([H:12])[C@:5]1([O:6][H:10])[C:7]([H:13])([H:14])[H:15])([H:8])[H:9],59.3255488030696
[C:1]([C:2]#[C:3][C:4]([C:5](=[O:6])[C:7]([H:13])([H:14])[H:15])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1](=[C:2]=[C:3]([C:4]([C:5](=[O:6])[C:7]([H:13])([H:14])[H:15])([H:11])[H:12])[H:10])([H:8])[H:9],83.9015007275249
[C:1]([N:2](/[C:3](=[N:4]\[H:11])[C:5](=[O:6])[H:12])[H:10])([H:7])([H:8])[H:9]>>[C+:1]([N:2]([C:3]([N:4]([H:9])[H:11])=[C:5]([O-:6])[H:12])[H:10])([H:7])[H:8],56.935560169807204
[C:1]([N:2](/[C:3](=[N:4]\[H:11])[C:5](=[O:6])[H:12])[H:10])([H:7])([H:8])[H:9]>>[C:1]([N:2]([C:3]([N:4]([O-:6])[H:11])=[C+:5][H:12])[H:10])([H:7])([H:8])[H:9],135.439737200592
[C:1]([N:2](/[C:3](=[N:4]\[H:11])[C:5](=[O:6])[H:12])[H:10])([H:7])([H:8])[H:9]>>[C:1]([N+:2](=[C-:3][N:4]([C:5](=[O:6])[H:12])[H:11])[H:10])([H:7])([H:8])[H:9],47.697357507788105
[C:1]([N:2](/[C:3](=[N:4]\[H:11])[C:5](=[O:6])[H:12])[H:10])([H:7])([H:8])[H:9]>>[C:1]([N:2]([c:3]1[n:4]([H:11])[o:6][c:5]1[H:12])[H:10])([H:7])([H:8])[H:9],94.97438190366907
[C:1]([O:2][C:3](=[O:4])[C:5]([O:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([O+:2]=[C-:3][O:4][C:5]([O:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9],98.97015853379641
[C:1]([O:2][C:3](=[O:4])[C:5]([O:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([O:2][C@:3]1([O:4][H:12])[C:5]([H:10])([H:11])[O:6]1)([H:7])([H:8])[H:9],56.87505148002961
[C:1]([C:2]([O:3][C:4]([C:5](=[O:6])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([O:3][C:4]([O+:6]=[C-:5][H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],103.160352788742
[C:1]([C:2]([O:3][C:4]([C:5](=[O:6])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([O:3]/[C:4](=[C:5](/[O:6][H:13])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],66.4766713281511
[C:1]([C:2]([O:3][C:4]([C:5](=[O:6])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[O:3][C:4]([H:12])([H:13])[C@@:5]1([O:6][H:7])[H:14],79.42185591289291
[C:1]([C:2]([O:3][C:4]([C:5](=[O:6])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([O:3][O:6][C:5](=[C:4]([H:12])[H:13])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9],101.908808828684
[C:1]([C:2]([O:3][C:4]([C:5](=[O:6])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([O:3][C@:5]1([H:14])[C:4]([H:12])([H:13])[O:6]1)([H:10])[H:11])([H:7])([H:8])[H:9],81.8320386295502
[C:1]([C:2]#[C:3][C:4]([C:5](=[O:6])[C:7]([H:13])([H:14])[H:15])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([c:2]1[c:3]([H:11])[c:4]([H:12])[c:5]([C:7]([H:13])([H:14])[H:15])[o:6]1)([H:8])([H:9])[H:10],57.1700382386994
[C:1]([C:2]#[C:3][C:4]([C:5](=[O:6])[C:7]([H:13])([H:14])[H:15])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]#[C:3][O:6][C:5](=[C:4]([H:11])[H:12])[C:7]([H:13])([H:14])[H:15])([H:8])([H:9])[H:10],92.6141621397791
[C:1]([C:2]#[C:3][C:4]([C:5](=[O:6])[C:7]([H:13])([H:14])[H:15])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]#[C:3][C@:4]([C:5](=[O:6])[H:12])([C:7]([H:13])([H:14])[H:15])[H:11])([H:8])([H:9])[H:10],85.327955666205
[C:1]([N:2]([C:3]([C:4]#[N:5])([C:6]#[N:7])[H:12])[H:11])([H:8])([H:9])[H:10]>>[C:1]([N+:2]([C-:3]([C:4]#[N:5])[C:6]#[N:7])([H:11])[H:12])([H:8])([H:9])[H:10],56.159620409574615
[C:1]([N:2]([C:3]([C:4]#[N:5])([C:6]#[N:7])[H:12])[H:11])([H:8])([H:9])[H:10]>>[C:1]([N:2]([C:4]1=[N:5][C@:3]1([C:6]#[N:7])[H:12])[H:11])([H:8])([H:9])[H:10],91.54024918489901
[C:1]([N:2]([C:3]([C:4]#[N:5])([C:6]#[N:7])[H:12])[H:11])([H:8])([H:9])[H:10]>>[C:1]([N:2]([C:3](=[C:4]=[N:5][C:6]#[N:7])[H:12])[H:11])([H:8])([H:9])[H:10],72.779204691903
[C:1]([N:2]([C:3]([C:4]#[N:5])([C:6]#[N:7])[H:12])[H:11])([H:8])([H:9])[H:10]>>[C:1]([N:2]([C:3]([C:4]#[N:5])=[C:6]=[N:7][H:12])[H:11])([H:8])([H:9])[H:10],78.7776804163175
[C:1]([N:2]([C:3]([C:4]#[N:5])([C:6]#[N:7])[H:12])[H:11])([H:8])([H:9])[H:10]>>[C:1]([N+:2]([C-:3]([C:4]#[N:5])[H:12])([C:6]#[N:7])[H:11])([H:8])([H:9])[H:10],72.4826806037228
[C:1]([N:2]([C:3]([C:4]#[N:5])([C:6]#[N:7])[H:12])[H:11])([H:8])([H:9])[H:10]>>[C:1]([N:2]([H:10])[H:11])([N:5]=[C:4]=[C:3]([C:6]#[N:7])[H:12])([H:8])[H:9],85.09128042817359
[C:1]([N:2]([C:3]([C:4]#[N:5])([C:6]#[N:7])[H:12])[H:11])([H:8])([H:9])[H:10]>>[C:1]([N:2]([C@@:3]([N+:5]#[C-:4])([C:6]#[N:7])[H:12])[H:11])([H:8])([H:9])[H:10],47.82573312731971
[O:1]([C:2]([C@@:3]([O:4][H:11])([C:5]#[C:6][H:12])[H:10])([H:8])[H:9])[H:7]>>[O:1]([C:2]([C:3](=[C:5]=[C:6]([O:4][H:11])[H:12])[H:10])([H:8])[H:9])[H:7],68.4128660759164
[O:1]([C:2]([C@@:3]([O:4][H:11])([C:5]#[C:6][H:12])[H:10])([H:8])[H:9])[H:7]>>[O:1]([C:2](/[C:3]([O:4][H:11])=[C:5](/[C:6][H:12])[H:10])([H:8])[H:9])[H:7],69.73942527104
[O:1]([C:2]([C@@:3]([O:4][H:11])([C:5]#[C:6][H:12])[H:10])([H:8])[H:9])[H:7]>>[O:1](/[C:6](=[C:5]1\[C:2]([H:8])([H:9])[C@:3]1([O:4][H:11])[H:10])[H:12])[H:7],72.2056948125021
[O:1]([C:2]([C@@:3]([O:4][H:11])([C:5]#[C:6][H:12])[H:10])([H:8])[H:9])[H:7]>>[O:1]([C:2]([C@@:3]([O:4][H:11])([C:6](=[C:5])[H:12])[H:10])([H:8])[H:9])[H:7],57.474924616738704
[O:1]([C:2]([C:3](=[O:4])[C:5]#[N:6])([H:8])[H:9])[H:7]>>[O:1]([C:2]([C:3](=[O:4])[N+:6]#[C-:5])([H:8])[H:9])[H:7],42.7108816658558
[O:1]([C:2]([C:3](=[O:4])[C:5]#[N:6])([H:8])[H:9])[H:7]>>[O:1]=[C:2]([C@@:3]([O:4][H:7])([C:5]#[N:6])[H:9])[H:8],44.5818485932645
[O:1]([C:2]([C:3](=[O:4])[C:5]#[N:6])([H:8])[H:9])[H:7]>>[O:1]1[C:2]([H:8])([H:9])[C@@:3]1([O:4][H:7])[C:5]#[N:6],60.7680461473815
[O:1]([C:2]([C:3](=[O:4])[C:5]#[N:6])([H:8])[H:9])[H:7]>>[O:1](/[C:2](=[C:3](\[O:4][H:7])[C:5]#[N:6])[H:8])[H:9],65.5065361236655
[C:1]([C@@:2]([O:3][H:11])([C:4]#[C:5][H:12])[C:6]#[N:7])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]([O:3][H:11])([C:4]#[C:5][H:12])[N+:7]#[C-:6])([H:8])([H:9])[H:10],54.4212305184795
[C:1]([C@@:2]([O:3][H:11])([C:4]#[C:5][H:12])[C:6]#[N:7])([H:8])([H:9])[H:10]>>[C:1]([C@:2]1([C:4]#[C:5][H:12])[C:6]([O:3][H:11])=[N:7]1)([H:8])([H:9])[H:10],79.55788638796079
[C:1]([C@@:2]([O:3][H:11])([C:4]#[C:5][H:12])[C:6]#[N:7])([H:8])([H:9])[H:10]>>[C:1]([C:2]([O:3][H:11])=[C:6]=[N:7][C:4]#[C:5][H:12])([H:8])([H:9])[H:10],102.471344465628
[C:1]([C:2]#[C:3][C:4]([C:5]#[N:6])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C-:2]=[C:3]([C+:4]([H:10])[H:11])[C:5]#[N:6])([H:7])([H:8])[H:9],91.0531573956034
[C:1]([C:2]#[C:3][C:4]([C:5]#[N:6])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1](=[C:2]=[C:3]([C:4]([C:5]#[N:6])([H:10])[H:11])[H:8])([H:7])[H:9],130.794607993721
[C:1]([C:2]#[C:3][C:4]([C:5]#[N:6])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]#[C:3][C:4](=[C:5]=[N:6][H:10])[H:11])([H:7])([H:8])[H:9],85.3973539530098
[C:1]([C:2]#[C:3][C:4]([C:5]#[N:6])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2](=[C:3])[C:4]([C:5]#[N:6])([H:10])[H:11])([H:7])([H:8])[H:9],58.9675002669787
[C:1]([C:2]([C:3]([C:4]([C:5]#[N:6])([H:14])[H:15])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C@@:2]1([H:10])[C:3]([H:12])([H:13])[C:4]([H:14])([H:15])[C:5][N:6]1[H:11])([H:7])([H:8])[H:9],95.79991956407792
[C:1]([C:2]([C:3]([C:4]([C:5]#[N:6])([H:14])[H:15])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([C@@:3]1([H:13])[C:4]([H:14])([H:15])/[C:5]1=[N:6]/[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],109.069572423568
[C:1]([C:2]([C:3]([C:4]([C:5]#[N:6])([H:14])[H:15])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([C:3]([C:4](=[C:5]=[N:6][H:14])[H:15])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],92.90680811504907
[C:1]([C:2]([C:3]([C:4]([C:5]#[N:6])([H:14])[H:15])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([C:3]([N:6]=[C:5]=[C:4]([H:14])[H:15])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],96.7601901751396
[C:1]([C:2]([C:3]([C:4]([C:5]#[N:6])([H:14])[H:15])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([C:3]([C:4]([N+:6]#[C-:5])([H:14])[H:15])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],59.7247662851992
